Date,Title,Lehrstuhl,Description,Link
2022/09/07,Konferenzbeiträge August 2022,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Im Zuge des diesjährigen Annual Meetings der Academy of Management (AOM) stellte der Lehrstuhl für Unternehmensführung seine aktuellen Forschungsbeiträge vor. Unter dem Leitmotiv „Creating a Better World Together“ kamen im Rahmen der Konferenz vom 05.- 09. August 2022 erneut mehr als 10.000 Forscherinnen und Forscher in Seattle zusammen, um ihre...",https://www.unternehmensfuehrung.rw.fau.de/2022/09/07/konferenzbeitraege-august-2022/
2023/01/11,Gastvortrag: Dr. Johannes Breuer zum Thema „Survey-Linking“,Lehrstuhl für Kommunikationswissenschaft,"Am 25.Januar 2023 wird Dr. Johannes Breuer (GESIS &#38; CAIS) zwischen 09:45 und 11:15 einen virtuellen Gastvortrag mit dem Thema „Verknüpfung von digitalen Spurdaten &#38; Umfragen – Wieso, wie und was ist möglich?“ halten.   Alle Interessierten sind herzlich eingeladen, sich über Zoom zuzuschalten!  Der Vortrag findet im Rahmen des neuen...",https://www.kowi.rw.fau.de/allgemein/gastvortrag-dr-johannes-breuer-zum-thema-survey-linking/
2022/12/14,Beginn der Bewerbungsphase für Bachelorarbeiten,Lehrstuhl für Kommunikationswissenschaft,"Ab sofort können Sie sich bis zum 19.01.2023 (23:59 Uhr) für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben. Das Bewerbungsformular finden Sie hier. Das Formular ist nur während der Bewerbungsphase verfügbar. In dem Formular erfragen wir einige Daten zu Ihrer Person (Kontaktdaten, Studiengang, Matrikelnummer...",https://www.kowi.rw.fau.de/allgemein/beginn-der-bewerbungsphase-fuer-bachelorarbeiten-4/
2022/03/29,Anmeldezeitraum für Seminare im Sommersemester 2022,Lehrstuhl für Kommunikationswissenschaft,"Am 01. April 2022 um 09:00 Uhr beginnt der Anmeldezeitraum für die Veranstaltungen des Lehrstuhls für Kommunikationswissenschaft sowie der Juniorprofessur für Kommunikationswissenschaft im Sommersemester 2022 auf StudOn. Für die Seminare endet der Anmeldezeitraum am 15. April 2022 um 12.00 Uhr. Die Platzvergabe erfolgt anschließend manuell, eine Rückmeldung bzgl. der Vergabe...",https://www.kowi.rw.fau.de/allgemein/anmeldezeitraum-fuer-seminare-im-sommersemester-2022/
2022/03/03,Dissertationspreis auf der DGPuK und Workshop zur Experience Sampling Method,Lehrstuhl für Kommunikationswissenschaft,Prof. Dr. Adrian Meier hat jüngst für seine Doktorarbeit auf der Jahrestagung der DGPuK den Dissertationsförderpreis der Deutschen Gesellschaft für Publizistik- und Kommunikationswissenschaft (DGPuK) erhalten.   Die kumulative Dissertation mit dem Titel Do social media make us (un)happy? A communication-centered approach untersucht die positiven sowie negativen Wirkungen sozialer Medien auf psychische...,https://www.kowi.rw.fau.de/allgemein/dissertationspreis-auf-der-dgpuk-und-workshop-zur-experience-sampling-method/
2022/02/09,Beginn der Bewerbungsphase für Bachelorarbeiten,Lehrstuhl für Kommunikationswissenschaft,Ab sofort können Sie sich für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben. Das Bewerbungsformular finden Sie hier: zum Bewerbungsformular. Bitte beachten Sie die allgemeinen Anforderungen und Richtlinien zur Bewerbung. Dort finden Sie auch Hinweise und Vorgaben zum Abstract.,https://www.kowi.rw.fau.de/allgemein/beginn-der-bewerbungsphase-fuer-bachelorarbeiten-3/
2022/02/01,Themenliste für Bachelorarbeiten im Sommersemester online,Lehrstuhl für Kommunikationswissenschaft,Interessierte Bachelorarbeit-KandidatInnen können ab heute die Themenvorschläge sowie alle notwendigen Informationen für eine Bachelorarbeit im Sommersemester auf dieser Seite einsehen. Sie finden dort die Themen sowohl für den Lehrstuhl für Kommunikationswissenschaft als auch für die Juniorprofessur für Kommunikationswissenschaft. Die Bewerbungsphase läuft zwischen 07. Februar und 07. März 2022 .,https://www.kowi.rw.fau.de/allgemein/themenliste-fuer-bachelorarbeiten-im-sommersemester-online/
2021/09/20,Informationen zum Lehrangebot im Wintersemester 2021/22,Lehrstuhl für Kommunikationswissenschaft,"Aktuell erreichen uns viele Anfragen zu dem Veranstaltungsprogramm des Lehrstuhls im kommenden Wintersemester, deswegen hier kurz einige Informationen: Das Lehrangebot wird Anfang Oktober hier auf der Lehrstuhlwebseite veröffentlicht. Im Laufe der nächsten Woche können Sie sich bereits auf UnivIS und studOn über das konkrete Kursangebot informieren. &#160; Der Anmeldezeitraum für...",https://www.kowi.rw.fau.de/allgemein/informationen-zum-lehrangebot-im-wintersemester-2021-22/
2021/03/09,Veranstaltungsübersicht ist online!,Lehrstuhl für Kommunikationswissenschaft,"Liebe Studierende, die Informationen zu unseren Veranstaltungen im Sommersemester sind ab sofort auf unserer Homepage verfügbar! Unter Lehrangebot finden Sie eine Übersicht, welche Veranstaltugen Sie in Ihrem jeweiligen Studiengang in welchem Modul belegen können. Alle Veranstaltungen werden online via Zoom stattfinden. Die Anmeldephase beginnt am 15.03 und endet am für...",https://www.kowi.rw.fau.de/allgemein/veranstaltungsuebersicht-ist-online/
2021/01/18,Themenliste für Bachelorarbeiten im Sommersemester online,Lehrstuhl für Kommunikationswissenschaft,Interessierte Bachelorarbeit-KandidatInnen können ab heute die Themenvorschläge sowie alle notwendigen Informationen für eine Bachelorarbeit im Sommersemester an unserem Lerhstuhl auf dieser Seite einsehen. Die Bewerbungsphase läuft zwischen 18. Januar und 15.Februar 2020.,https://www.kowi.rw.fau.de/allgemein/ba-themen-sommersemester/
2020/11/09,Vorlesung „Einführung in das Mediensystem“,Lehrstuhl für Kommunikationswissenschaft,"&#8230; findet im WS 2020/21 nicht statt! Die Vorlesung &#8222;Einführung in das Mediensystem&#8220; wird nur im Sommersemester angeboten, so steht es auch im Modulhandbuch. Daher gibt es im Wintersemester 2020/2021 weder einen studOn-Kurs noch eine reguläre Klausur zu der Vorlesung. Für Studierende, die die Vorlesung im Sommersemester 2020 besucht haben,...",https://www.kowi.rw.fau.de/allgemein/vorlesung-einfuehrung-in-das-mediensystem/
2022/12/03,Studentische Hilfskraft gesucht,"Professur für VWL, Industrieökonomik und Energiemärkte","Hast du Lust, in einem jungen, forschungsstarken Team an spannenden Forschungsprojekten mitzuarbeiten? Dann bist du bei uns genau richtig! Zur Unterstützung unseres Lehrstuhlteams suchen wir nämlich zum Sommersemester 2023 eine studentische Hilfskraft. Nähere Infos findest du hier. Wir freuen uns auf deine Bewerbung!",https://www.energiewirtschaft.rw.fau.de/2022/12/03/studentische-hilfskraft-gesucht/
2022/09/26,Klausureinsicht im Sommersemester 2022,"Professur für VWL, Industrieökonomik und Energiemärkte","Die Klausuren an der Professur für VWL, Industrieökonomik &#38; Energietechnik im Sommersemester 2021 sind abgeschlossen, die Noten sind auf MeinCampus verbucht. Wenn Sie eine Klausureinsicht für die Klausur Wettbewerbstheorie und -politik wünschen, melden Sie sich bitte bis spätestens 12.10.2022 per Email unter wiso-sekretariat-energie@fau.de an. Die Klausureinsicht findet am 19.10.2022 um...",https://www.energiewirtschaft.rw.fau.de/2022/09/26/klausureinsicht-im-wintersemester-2020_2021/
2022/07/26,Bachelorarbeiten und Projektarbeiten im Wintersemester 2022/2023,"Professur für VWL, Industrieökonomik und Energiemärkte","Die Bewerbungsphase für Energiemarktthemen zur Bachelorarbeit sowie zur Projektarbeit im Wintersemester 2022/2023 an der Professur für Volkswirtschaftslehre, Industrieökonomik und Energiemärkte (Prof. Zöttl), am Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie (Prof. Grimm) sowie an der Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Liebensteiner) läuft ab sofort. Die Themenliste finden Sie hier. Bitte schicken...",https://www.energiewirtschaft.rw.fau.de/2022/07/26/bachelorarbeiten-und-projektarbeiten-im-wintersemester-2022-2023/
2022/03/25,Seminar Energiemärkte im Sommersemester 2022,"Professur für VWL, Industrieökonomik und Energiemärkte","Der Lehrstuhl für Wirtschaftstheorie, Prof. Dr. Grimm, und die Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Dr. Liebensteiner) bieten in Kooperation mit verschiedenen Industriepartnern im Sommersemester 2022 ein interdisziplinäres Seminar zum Thema Energiemärkte an. Die Vorbesprechung zum Seminar findet am Donnerstag, den 24.03.2022, von 11:00-12:30 Uhr via Zoom statt. (Link zur...",https://www.energiewirtschaft.rw.fau.de/2022/03/25/seminar-energiemaerkte-im-sommersemester-2022/
2022/03/02,"Coronavirus – Aktuelle Mitteilung der Professur für VWL, Industrieökonomik & Energiemärkte","Professur für VWL, Industrieökonomik und Energiemärkte","Liebe Studierende, Im kommenden Sommersemester 2022  werden alle Lehrveranstaltungen der Professur (Wettbewerbstheorie und -politik, Quantitative Methods in Energy Market Modelling) in Präsenz stattfinden. Wir informieren Sie auf unserer Homepage und auf Studon rechtzeitig über mögliche Veränderungen. Unser Team steht per Email gerne zur Verfügung – unsere Kontaktdaten finden Sie unter...",https://www.energiewirtschaft.rw.fau.de/2022/03/02/coronavirus-aktuelle-mitteilung-der-professur-fuer-vwl-industrieoekonomik-energiemaerkte/
2023/01/10,Neue Publikation von Frau Prof. Dr. Nicole Kimmelmann im „Jahrbuch der berufs- und wirtschaftspädagogischen Forschung 2022“ (Dezemberausgabe),Professur für Wirtschaftspädagogik,"Klicken Sie hier, um auf die Publikation zugreifen zu können: https://www.researchgate.net/publication/366480676_Jahrbuch_der_berufs-_und_wirtschaftspadagogischen_Forschung_2022 &#160; &#160; &#160;",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2023/01/10/neue-publikation-von-frau-professor-kimmelmann-im-jahrbuch-der-berufs-und-wirtschaftspaedagogischen-forschung-2022-dezemberausgabe/
2022/10/06,Neuste Veröffentlichung von Prof. Dr. Nicole Kimmelmann & Dr. Florian Kirchhöfer im Sonderheft „Empirische Pädagogik 2022 / Nr. 36“,Professur für Wirtschaftspädagogik,Titel der Sonderausgabe: Vom Klassenzimmer ins Kinderzimmer Das Lernen im häuslichen Kontext zwischen Unterstützung und Selbstständigkeit &#160; &#160; Titel der Veröffentlichung: Prof. Dr. N. Kimmelmann &#38; Dr. F. Kirchhöfer Herausforderungen und Bedürfnisse geflüchteter und neuzugewanderter Auszubildender im Kontext von COVID-19-bedingten virtuellen Lehr-Lernsettings Inhalt der Veröffentlichung: Im Zuge der durch die...,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/10/06/neuste-veroeffentlichung-von-prof-dr-nicole-kimmelmann-dr-florian-kirchhoefer-im-sonderheft-empirische-paedagogik-2022-nr-36/
2022/09/13,Aktuelles,Professur für Wirtschaftspädagogik,"Gesucht wird: Wissenschaftliche/r Mitarbeiter/in (Promotion) (m/w/d; 75%, E13 TV-L) Doc_Oekonomische-Bildung_WiFoLab_bis_221015",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/09/13/aktuelles/
2022/08/30,Buchung Sprechstundentermin im WS 22/23,Professur für Wirtschaftspädagogik,Zur Buchung eines Sprechstundenslots nutzen Sie bitte auf der Homepage der Professur die Buchungsmaske rechts oben. Wählen Sie einen der 15-minütigen Slots aus und Sie erhalten eine automatisch generierte Optionierung. Im Anschluss wird Ihnen &#8211; sofern verfügbar &#8211; der Termin vom Sekretariat per Mail bestätigt. &#160;,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/08/30/buchung-sprechstundentermin-im-ws-22-23/
2022/07/15,8. Berufsbildungsforschungskonferenz Klagenfurt 2022,Professur für Wirtschaftspädagogik,Vom 6.-8.Juli 2022 fand die 8. Österreichische Berufsbildungsforschungskonferenz (BBFK) in Klagenfurt zum Thema „Krise und Nachhaltigkeit &#8211; Herausforderungen für berufliche Bildung“ statt. Diversität war eines der zentralen diskutierten Themen. Dazu passte sehr gut unser Paper-Beitrag „Diversität in der beruflichen Bildung &#8211; Analyse von Kompetenzanforderungen an Lehrkräfte für berufsbildende Schulen im...,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/07/15/8-berufsbildungsforschungskonferenz-klagenfurt-2022/
2022/07/14,Talentegrate: Praktika bei Konzernen für geflüchtete Akademiker,Professur für Wirtschaftspädagogik,"Beim Projekt &#8222;Talentegrate&#8220; erhalten geflüchtete Akademikerinnen und Akademiker die Chance, bei Siemens, Adidas und Schaeffler ein Praktikum zu machen. Dabei folgen sie dem Ziel, dort später arbeiten zu können. Von Daniel Peter BR24 Redaktion &#8222;Talentegrate&#8220; ist eine deutschlandweit einzigartige Initiative. Sie wird von der Universität Erlangen-Nürnberg wissenschaftlich begleitet. Am Freitag...",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/07/14/711/
2022/06/21,"Spannender Einblick in die Ausbildung bei der Allianz Beratungs- und Vertriebs-AG, Vertriebsdirektion Nürnberg",Professur für Wirtschaftspädagogik,"Im Rahmen der Veranstaltung &#8222;Betriebliche Aus- und Weiterbildung&#8220; hatten wir heute (13.06.2022) den spannenden und inspirierenden Gastbeitrag: Global Player, Corporate DNA und Azubis – Berufliche Ausbildung bei der Allianz Den Studierenden wurde verdeutlicht, dass die Arbeitswelt 4.0 stellt bei einem Global Player wie der Allianz weitreichende Anforderungen an die Ausgestaltung...",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/06/21/spannender-einblick-in-die-ausbildung-bei-der-allianz-beratungs-und-vertriebs-ag-vertriebsdirektion-nuernberg/
2022/05/17,Spannender Einblick in die Ausbildung der uvex group,Professur für Wirtschaftspädagogik,"Im Rahmen der Veranstaltung „Betriebliche Aus- und Weiterbildung“ hat Jacqueline Eakes, Ausbildungsleitung und Leitung Nachwuchsförderung in der uvex group, heute am 16.05.2022, einen spannenden Einblick in die Praxis des Recruitings und des Auswahlprozesses gewährt. Vielen Dank, Jacqueline, für Dein Engagement! 2 Studierendengruppen werden nun Konzepte für ein passgenaues Assessment-Center entwickeln....",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/05/17/spannender-einblick-in-die-ausbildung-der-uvex-group/
2022/04/14,Einsichtnahme in Prüfungsleistungen für das WS 21/22,Professur für Wirtschaftspädagogik,"Die Einsichtnahme in alle Prüfungsleistungen bei Frau Prof. Kimmelmann findet statt am 29.04.2022 von 13.15 Uhr &#8211; 14.45 Uhr in der Findelgasse 7/9, Raum FG 3.023. Wir bitten um Anmeldung per Mail im Sekretariat (wiso-sekretariat-kimmelmann@fau.de) Bitte bringen Sie ein Ausweisdokument für die Identifikation am 29.04.22 mit.",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/04/14/einsichtnahme-in-pruefungsleistuungen-fuer-das-ws-21-22/
2021/12/16,Es weihnachtet sehr….,Professur für Wirtschaftspädagogik,"Wie auch im letzten Jahr fand gestern unsere kleine, lustig gestaltete Weihnachtsfeier (virtuell) statt. Die Professur für Wirtschaftspädagogik wünscht allen Mitarbeiter/-innen und Studierenden eine schöne Weihnachtszeit und einen guten Rutsch!",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2021/12/16/es-weihnachtet-sehr/
2023/01/27,Vortrag zur aktuellen Energie- & Klimapolitik: #NUElecture mit Prof. Dr. Mario Liebensteiner,Juniorprofessur Energiemärkte und Energiesystemanalyse,"In der ersten #NUElecture des Jahres 2023 diskutierte Prof. Dr. Mario Liebensteiner, Juniorprofessor für Energiemärkte und Energiesystemanalyse, warum wir in Deutschland und Europa eine Energiekrise erleben, weshalb trotz eines hohen Anteils an erneuerbaren Energien ein hoher Gaspreis den Strompreis treibt, welche Maßnahmen jetzt sinnvoll wären, um die Krise abzumildern und...",https://www.energymarkets.wiso.rw.fau.de/2023/01/27/vortrag-zur-aktuellen-energie-klimapolitik-nuelecture-mit-prof-dr-mario-liebensteiner/
2022/10/09,"Master’s course „Empirical Environmental Economics“, winter term 2022/23",Juniorprofessur Energiemärkte und Energiesystemanalyse,"The Master&#8217;s course &#8222;Empirical Environmental Economics&#8220; will be held by Prof. Dr. Mario Liebensteiner. This course provides an introduction to focal issues of environmental economics with a particular focus on empirical investigations. Key issues will be carbon emissions from the energy and transportation sectors, carbon pricing, integration and subsidization of...",https://www.energymarkets.wiso.rw.fau.de/2022/10/09/masters-course-empirical-environmental-economics-winter-term-2022-23/
2022/03/28,Bachelorkurs „Klima- & Ressourcenökonomik“ SS 2022,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Im Sommersemester wird der Grundlagenkurs im Bachelorstudium zum Thema „Klima- und Ressourcenökonomik„ von Prof. Dr. Mario Liebensteiner angeboten. Der Kurs wird sich mit den wichtigsten Aspekten der Klima- und Ressourcenökonomik beschäftigen, oft auch mit einem starken Bezug zu Energiemärkten. Der Kurs setzt auf mikroökonomische Grundlagen, um zentrale Themen rund um Klimapolitik,...",https://www.energymarkets.wiso.rw.fau.de/2022/03/28/bachelorkurs-klima-ressourcenoekonomik-ss-2022/
2021/02/09,CO2-Bepreisung verdrängt Emissionen effektiv,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Energiemarktforscher der FAU, der Wirtschaftsuniversität Wien (Österreich) und der Fachhochschule Graubünden (Schweiz) haben untersucht, mit welchen Maßnahmen der Ausstoß von Kohlendioxid bei der Stromproduktion am effizientesten gesenkt werden kann. Sie kommen zu dem Schluss, dass eine Verteuerung von CO2-Zertifikaten die Emissionen aktuell wesentlich stärker reduziert als die Förderung regenerativer Energien...",https://www.energymarkets.wiso.rw.fau.de/2021/02/09/co2-bepreisung-verdraengt-emissionen-effektiv/
2020/09/18,Pressemitteilung: Direkte Förderung erneuerbarer Energien gefährdet Energiespeicher und die Erfolgsaussichten der Energiewende,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Wie lässt sich die Energiewende nachhaltig realisieren: erneuerbare Energien finanziell fördern oder Kohlenstoffemissionen bepreisen? Und wie wirkt sich der Zubau von regenerativen Energien auf das Gesamtsystem aus? Prof. Dr. Mario Liebensteiner und Kollegen haben im Rahmen einer Studie insbesondere die Rolle von Pumpspeicherkraftwerken untersucht – der derzeit einzigen Technologie, um...",https://www.energymarkets.wiso.rw.fau.de/2020/09/18/pressemitteilung-direkte-foerderung-erneuerbarer-energien-gefaehrdet-energiespeicher-und-die-erfolgsaussichten-der-energiewende/
2020/07/20,Interview: Prof. Liebensteiner über COVID-19 und CO2-Emissionen,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Trockene Sommer, schmelzende Gletscher. Die Folgen des Klimawandels sind immer mehr zu spüren. Jetzt hat ein Virus geschafft, worum sich seit Jahren bemüht wird: die CO2-Emissionen sind zurückgegangen. Wie dieser Rückgang auch nach der Pandemie aufrechterhalten werden kann, darüber spricht Prof. Dr. Liebensteiner im Interview. &#160;",https://www.energymarkets.wiso.rw.fau.de/2020/07/20/interview-prof-liebensteiner-ueber-covid-19-und-co2-emissionen/
2023-01-02,Veröffentlichung in Business & Information Systems Engineering zum „Enterprise Process Network Monitoring“,Lehrstuhl für Digital Industrial Service Systems,"Unser Artikel ""Predictive End-to-End Enterprise Process Network Monitoring"" wurde zur Veröffentlichung in der Zeitschrift Business & Information Systems Engineering angenommen. In diesem Artikel wird eine Methode zur prädiktiven Überwachung von Unternehmensprozessnetzwerken vorgestellt, die ein ...",https://www.is.rw.fau.de/neuigkeiten/2023/01/02/veroeffentlichung-in-business-information-systems-engineering-zum-enterprise-process-network-monitoring/
2022-10-04,Klausureinsicht für unsere Lehrveranstaltungen im Bachelor (SS 2022),Lehrstuhl für Digital Industrial Service Systems,"Die Klausureinsichten für unsere Lehrveranstaltungen im Bachelor finden gebündelt am 19.10.2022, von 09:00 - 10:00 Uhr im Seminarraum 33.01.002 am Campus ""Auf AEG"" (NICHT: WISO CITY CAMPUS - LANGE GASSE 20!!!) statt. Betroffen sind folgende Klausuren:



Nummer
Modulbezeichnung
Kontakt



...",https://www.is.rw.fau.de/neuigkeiten/2022/10/04/klausureinsicht-fuer-unsere-lehrveranstaltungen-im-bachelor-ss-2022/
2022-10-04,Der Lehrstuhl auf der 20. International Conference on Business Process Management (BPM 2022),Lehrstuhl für Digital Industrial Service Systems,Nach langer Pause war der Lehrstuhl für Digital Industrial Service Systems in diesem Jahr wieder in Präsenz bei der International Conference on Business Process Management (BPM 2022) vertreten. Die Konferenz fand vom 11. bis zum 16. September 2022 in Münster statt und ist eine der wichtigsten Konfer...,https://www.is.rw.fau.de/neuigkeiten/2022/10/04/der-lehrstuhl-auf-der-20-international-conference-on-business-process-management-bpm-2022/
2022-07-28,Sommerfest 2022 des Lehrstuhls für Digital Industrial Service Systems,Lehrstuhl für Digital Industrial Service Systems,"Am 26.07.2022 begab sich der Lehrstuhl (inkl. Friends&Family) auf den Minigolfplatz zum gemeinsamen Einlochen! 🏌🏻‍♂️⛳️ 
Auch wenn nicht jeder Ball ins Ziel fand, so fand jeder anschließend den Weg zum Biergarten 🍺. Cheers!



",https://www.is.rw.fau.de/neuigkeiten/2022/07/28/sommerfest-2022-des-lehrstuhls-fuer-digital-industrial-service-systems/
2022-06-24,Prof. Dr. Jan vom Brocke als Gast beim Schöller Fellow Lunch Talk,Lehrstuhl für Digital Industrial Service Systems,"Diese Woche begrüßte das Institut für Wirtschaftsinformatik den neuen Senior Fellow des Dr. Theo und Friedl Schöller Forschungszentrums Prof. Dr. Jan vom Brocke von der Universität Liechtenstein.

Prof. Dr. Jan vom Brocke ist Hilti Endowed Chair of Business Process Management und Direktor des Inst...",https://www.is.rw.fau.de/neuigkeiten/2022/06/24/prof-dr-jan-vom-brocke-als-gast-beim-schoeller-fellow-lunch-talk/
2022-05-20,Der Lehrstuhl auf dem Software Campus Summit 2022,Lehrstuhl für Digital Industrial Service Systems,"Nach langer Pause fand diese Woche der Software Campus Summit 2022 in Nürnberg auf dem IT Campus der DATEV e. G. statt. Beim Software Campus handelt es sich um ein hochexklusives Entwicklungsprogramm für zukünftige IT-Führungskräfte, welches zum IT-Gipfel 2011 von Partnern aus Industrie und Wissensc...",https://www.is.rw.fau.de/neuigkeiten/2022/05/20/der-lehrstuhl-auf-dem-software-campus-summit-2022/
2022-04-27,"Herzlichen Glückwunsch, Emanuel und Sven, zur erfolgreichen Verteidigung!",Lehrstuhl für Digital Industrial Service Systems,"Wir gratulieren Emanuel Marx und Sven Weinzierl, die gestern ihre Dissertationen an unserem Lehrstuhl erfolgreich verteidigt haben!

Emanuel erforschte in seiner Dissertation das Thema „Industrial Smart Service Systems - Exploring Resource Orchestration in the Context of Service Innovation“, währe...",https://www.is.rw.fau.de/neuigkeiten/2022/04/27/herzlichen-glueckwunsch-emanuel-und-sven-zur-erfolgreichen-verteidigung/
2022-03-09,"Thank you & goodbye, Matthias Stierle!",Lehrstuhl für Digital Industrial Service Systems,"Der 31. Dezember 2021 kennzeichnet nicht nur den letzten Tag des Jahres 2021, sondern auch den letzten Tag unseres geschätzten Kollegen, Matthias Stierle! Matthias war eines der ""Gründungsmitglieder"" unseres Lehrstuhls und hat den Lehrstuhl seit 2017 in Forschung, Lehre und IT-Management unterstützt...",https://www.is.rw.fau.de/neuigkeiten/2022/03/09/thank-you-goodbye-matthias-stierle/
2022-03-09,"Goodbye, Lena Cabrera!",Lehrstuhl für Digital Industrial Service Systems,"Letzte Woche hat unsere Forschungspraktikantin und langjährige studentische Hilfskraft, Lena Cabrera, den Lehrstuhl für Digital Industrial Service Systems verlassen. Im Namen des gesamten Lehrstuhls danken wir ihr für ihre tatkräftige Unterstützung bei unseren Forschungs- und Lehraktivitäten. Wir wü...",https://www.is.rw.fau.de/neuigkeiten/2022/03/09/goodbye-lena-cabrera/
2022-03-09,Unsere Publikation in der Zeitschrift „Technological Forecasting and Social Change“,Lehrstuhl für Digital Industrial Service Systems,"Wir freuen uns sehr, bekannt geben zu können, dass unser neuester Forschungsartikel ""Capabilities of digital servitization: Evidence from the socio-technical systems theory"" über digitale Servitisierung und intelligente Produkt-Service-Systeme (PSS) in Technological Forecasting and Social Change ver...",https://www.is.rw.fau.de/neuigkeiten/2022/03/09/unsere-publikation-in-der-zeitschrift-technological-forecasting-and-social-change/
2023-01-11,Gastvortrag: Dr. Johannes Breuer zum Thema „Survey-Linking“,Juniorprofessur für Kommunikationswissenschaft,"Am 25.Januar 2023 wird Dr. Johannes Breuer (GESIS & CAIS) zwischen 09:45 und 11:15 einen virtuellen Gastvortrag mit dem Thema „Verknüpfung von digitalen Spurdaten & Umfragen – Wieso, wie und was ist möglich?“ halten.  ",https://www.kommunikationswissenschaft.rw.fau.de/2023/01/11/gastvortrag-dr-johannes-breuer-zum-thema-survey-linking/
2023-01-09,Vorschau auf die rezfo23: Workshop zu Systematic Reviews und Beiträge zu Digitalem Wohlbefinden,Juniorprofessur für Kommunikationswissenschaft,Vom 19.-21. Januar 2023 ist die Juniorprofessur für Kommunikationswissenschaft auf der Jahrestagung der Fachgruppe Rezeptions- und Wirkungsforschung mit einem ausgerichteten Workshop und vier Beiträgen vertreten.,https://www.kommunikationswissenschaft.rw.fau.de/2023/01/09/vorschau-auf-die-rezfo23/
2022-12-15,Beginn der Bewerbungsphase für Bachelorarbeiten,Juniorprofessur für Kommunikationswissenschaft,Ab sofort können Sie sich bis zum 19.01.2023 (23:59 Uhr) für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben.,https://www.kommunikationswissenschaft.rw.fau.de/2022/12/15/beginn-der-bewerbungsphase-fuer-bachelorarbeiten/
2022-11-15,Emerging Talents Initiative (ETI) fördert Forschungsvorhaben zur Rolle digitaler Kommunikation für das soziale Wohlbefinden im Homeoffice,Juniorprofessur für Kommunikationswissenschaft,"Wie, wann und für wen beeinflusst digitale Kommunikation das soziale Wohlbefinden bei der Arbeit im Homeoffice? Spätestens seit der Covid-19-Pandemie wissen viele Berufstätige, dass Arbeiten von zu Hause sowohl Vor- als auch Nachteile mit sich bringen kann. Ein zentrales Defizit des Homeoffice liegt...",https://www.kommunikationswissenschaft.rw.fau.de/2022/11/15/emerging-talents-initiative-eti-foerdert-forschungsvorhaben-zur-rolle-digitaler-kommunikation-fuer-das-soziale-wohlbefinden-im-homeoffice/
2022-11-15,Prof. Adrian Meier als neuer Secretary der ICA CAT Divison gewählt,Juniorprofessur für Kommunikationswissenschaft,Die Juniorprofessur freut sich über die Wahl von Prof. Dr. Adrian Meier zum neuen Secretary der Communication & Technology (CAT) Division der International Communication Association (ICA)!,https://www.kommunikationswissenschaft.rw.fau.de/2022/11/15/prof-adrian-meier-als-neuer-secretary-der-ica-cat-divison-gewaehlt/
2023-01-19,We are hiring!,Digital Transformation: Bits to Energy Lab Nuremberg,We are looking for new team members to help us research innovative topics at the intersection of information systems and behavioural economics.,https://www.digitaltransformation.rw.fau.eu/2023/01/19/we-are-hiring/
2022-09-29,Article on Solar Energy Communities published in Sustainable Cities and Society,Digital Transformation: Bits to Energy Lab Nuremberg,We are delighted to announce that our research on solar energy community configurations has been published open access in the journal Sustainable Cities and Society!,https://www.digitaltransformation.rw.fau.eu/2022/09/29/article-on-solar-energy-communities-published-in-sustainable-cities-and-society/
2022-09-20,Keynote talk at Energy Informatics Conference,Digital Transformation: Bits to Energy Lab Nuremberg,"On Sept. 16, Verena Tiefenbeck gave a keynote talk at the 11th International Conference on Energy Informatics in Freiburg in Breisgau, Germany. In her talk “From Control Loops to Control Groups: Human Behavior and the Energy Transition”, she highlighted that the human factor will play a more and mor...",https://www.digitaltransformation.rw.fau.eu/2022/09/20/keynote-talk-at-energy-informatics-conference/
